movie_id,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,plot_keywords,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
3746,Anacondas: The Hunt for the Blood Orchid,David Yates,Robert Pattinson,Daniel Radcliffe,Casper Crump,Action|Adventure|Drama|Romance,africa|capture|jungle|male objectification|tarzan,195,122,22,3950029,12411,416,0,89,PG-13,4000000,2010,135,7.2,2.35,0
3747,Employee of the Month,Dwight H. Little,Nicholas Gonzalez,Salli Richardson-Whitfield,Fiona Shaw,Adventure|Family|Fantasy|Mystery,battle|magic|school|teacher|wizard,157,138,278,63224849,182757,17423,3,483,PG-13,85000000,2006,3000,6.9,1.85,19000
3748,Dracula Untold,Greg Coolidge,Dane Cook,Danny Woodburn,Johnny Messner,Action|Adventure|Horror|Thriller,anaconda|blood|borneo|flower|orchid,145,128,278,124590960,91092,22679,1,402,PG-13,80000000,2003,4000,6.7,1.85,0
3749,The Masked Saint,Gary Shore,Dominic Cooper,Sarah Gadon,Jessica Simpson,Comedy|Romance,competition|date|employee|laser in eyes|slacker,149,127,278,182805123,158864,5838,1,395,PG-13,70000000,2000,955,6.4,1.37,0
3750,My Best Friend's Wedding,Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Zach McGowan,Action|Drama|Fantasy|Horror|War,death of wife|dracula|tarantula|turk|vampire,156,133,278,24343673,91860,5405,0,524,PG-13,45000000,2007,117,7.4,2.35,14000
3751,Along Came Polly,P.J. Hogan,Julia Roberts,Christopher Masterson,Lara Jean Chorostecki,Action|Biography|Crime|Drama|Family|Fantasy,,241,121,278,75274748,130661,36010,2,304,PG-13,35000000,2015,11000,7.2,1.85,54000
3752,Laws of Attraction,John Hamburg,Philip Seymour Hoffman,Masi Oka,Rupert Everett,Comedy|Romance,best friend|chick flick|male female friendship|promise|wedding,92,110,278,263365,6147,3785,2,36,PG-13,20000000,2010,602,5.4,2.35,0
3753,Antitrust,Peter Howitt,Frances Fisher,Mike Doyle,Debra Messing,Comedy|Romance,bride|friend|honeymoon|insurance|insurance company,156,133,278,24343673,91863,5405,0,524,PG-13,45000000,2007,117,7.4,2.35,14000
3754,The House Bunny,Peter Howitt,Tyler Labine,Richard Roundtree,Nora Dunn,Comedy|Romance,date|divorce|divorce lawyer|drinking|lawyer,76,110,534,5881504,5917,2972,2,50,PG-13,39000000,2004,534,5.3,2.35,177
3755,The Stepfather,Fred Wolf,Emma Stone,Katharine McPhee,Ned Bellamy,Action|Crime|Drama|Thriller,boss|communications|computer|genius|job,135,90,23,110332737,110788,1997,1,258,PG-13,100000000,2005,550,6.1,2.35,2000
3756,Prom Night,Nelson McCormick,Sela Ward,Paige Turco,Beverly D'Angelo,Comedy|Romance,makeover|party|playboy|playboy mansion|sorority,234,116,23,53215979,125036,25220,7,205,PG-13,84000000,2013,12000,6.7,2.35,22000
3757,Joe Dirt,Nelson McCormick,Ming-Na Wen,Scott Porter,Skyler Samuels,Crime|Thriller,head dunked in water|military school|plastic bag|playing a video game|suffocating,123,140,23,13082288,35565,12634,1,247,PG-13,60000000,2006,779,6.6,2.35,2000
3758,Snitch,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Collins Pennie,Horror|Mystery,friend|hotel|killer|murder|prom,117,99,23,31136950,47364,1066,1,75,PG-13,44000000,2010,268,6.5,2.35,0
3759,Go for It!,Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Fred Ward,Adventure|Comedy|Drama,first part|grand canyon|highway travel|indian|janitor,191,102,23,64149837,146899,7009,1,185,PG-13,20000000,2009,2000,6.4,2.35,0
3760,Home Run,Carmen Marron,Jossara Jinaro,Aimee Garcia,Nadine Velazquez,Action|Drama|Thriller,cigarette smoking|dea|drugs|inspired by true events|undercover,118,106,23,57887882,35508,2325,2,211,PG-13,50000000,2004,593,6.1,1.85,0
3761,The Other Guys,David Boyd,Vivica A. Fox,Drew Waters,Rene Rosado,Drama|Musical,exclamation point in title|imperative in title|punctuation in title|three word title,214,104,23,125014030,145852,18322,0,164,PG-13,30000000,2012,359,6.8,2.35,32000
3762,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,Dwayne Johnson,Will Ferrell,Scott Elrod,Drama|Sport,addiction|alcoholic|baseball|car accident|reference to god,110,87,23,480314,38503,4473,4,180,PG-13,21000000,2006,816,4.8,2.35,0
3763,Anchorman 2: The Legend Continues,Adam McKay,Will Ferrell,Leslie Bibb,Derek Jeter,Action|Comedy|Crime,capitalist|detective|investigation|new york city|police,122,82,23,49968653,85423,37,0,374,PG-13,28000000,2001,9,6.9,1.85,12000
3764,Anchorman: The Legend of Ron Burgundy,Adam McKay,Harrison Ford,Will Ferrell,Gary Cole,Action|Comedy|Sport,car racing|french|friend|nascar|racing,225,108,23,10907291,23775,4710,0,134,PG-13,28000000,2016,860,5.8,2.35,73000
3765,Batman & Robin,Adam McKay,Darcy Donavan,Will Ferrell,Steve Carell,Comedy,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,72,105,23,36310118,13194,3535,1,59,PG-13,,2005,619,5.5,2.35,671
3766,Batman Forever,Joel Schumacher,Michael Gough,Vivica A. Fox,Steve Carell,Comedy,1970s|anchorman|news anchor|newsroom|tv station,20,119,23,21413105,15230,45841,1,97,PG-13,20000000,1990,19000,6.8,2.35,0
3767,Bad Company,Joel Schumacher,Michael Gough,Rene Auberjonois,John Glover,Action,butler|critically bashed|cure|freeze|gotham,97,94,23,30222640,36666,4868,2,144,PG-13,25000000,2003,1000,5.3,1.85,0
3768,The Phantom of the Opera,Joel Schumacher,Anthony Hopkins,Brooke Smith,Debi Mazar,Action|Adventure|Fantasy,love|necktie|partner|rock music|tuxedo,42,91,23,10443316,7159,2913,2,88,PG-13,15000000,1998,660,5,1.85,247
3769,The Client,Joel Schumacher,Gerard Butler,Minnie Driver,Garcelle Beauvais,Action|Adventure|Comedy|Thriller,cia|cia agent|terrorist|twin|twin brother,29,94,23,79817937,39798,1044,1,69,PG-13,25000000,1986,255,5.9,1.85,0
3770,The Simpsons Movie,Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Miranda Richardson,Drama|Musical|Romance|Thriller,based on stage musical based on novel|disfigurement|mask|opera|singer,23,106,23,532190,5673,1610,2,37,PG-13,8000000,1997,273,6.8,1.66,0
3771,Two Weeks Notice,David Silverman,Albert Brooks,Yeardley Smith,Brad Renfro,Crime|Drama|Mystery|Thriller,boy|brother|lawyer|mafia|senator,17,99,23,3273588,4195,382,1,50,PG-13,6000000,1993,91,6.7,1.85,0
3772,Did You Hear About the Morgans?,Marc Lawrence,Dorian Missick,Alicia Witt,Marcia Wallace,Adventure|Animation|Comedy,alaska|dome|lake|pig|the simpsons,50,93,23,2542264,3407,938,1,48,PG-13,,1997,232,7.1,1.85,61
3773,One for the Money,Marc Lawrence,Michael Kelly,Kim Shaw,Dana Ivey,Comedy|Romance,developer|divorce|lawyer|love|new york city,50,91,23,96793,12188,6380,3,135,PG-13,3500000,2004,756,5.3,2.35,1000
3774,Music and Lyrics,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Kevin Brown,Comedy|Drama|Romance,fbi|murder|witness|witness protection|wyoming,53,170,23,7830611,18980,15,0,74,PG-13,700000,1994,6,8.3,1.33,0
3775,Must Love Dogs,Marc Lawrence,Brad Garrett,Scott Porter,Patrick Fischler,Action|Comedy|Crime|Romance|Thriller,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,57,100,23,2643689,10499,2283,4,113,PG-13,,1998,577,7.3,1.85,0
3776,Mr 3000,Gary David Goldberg,Stockard Channing,Victor Webster,Haley Bennett,Comedy|Music|Romance,love|lyricist|singer|singing|song,7,100,535,,1084,2204,0,11,PG-13,25000000,2014,535,4.1,,437
3777,The Possession,Shane Acker,Martin Landau,Alan Oppenheimer,Elizabeth Perkins,Comedy|Romance,date|dating|dog|love|teacher,12,95,535,27012,440,3586,4,9,PG-13,,2010,646,5.9,2.35,279
3778,Drumline,Charles Stone III,Bernie Mac,Chris Noth,Tom Kane,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,hope|key|machine|number|rag doll,129,132,24,40270895,121937,3152,0,431,PG-13,22000000,2001,912,7.6,1.85,15000
3779,Rize,Ole Bornedal,Kyra Sedgwick,Madison Davenport,Paul Sorvino,Comedy|Drama|Romance|Sport,baseball|baseball movie|cartoon on tv|dodge viper|retirement,86,96,24,28876924,4303,1780,0,35,PG-13,20000000,2016,441,7.1,,0
3780,The Adventures of Pluto Nash,Charles Stone III,Leonard Roberts,Nick Cannon,Natasha Calis,Horror|Thriller,basketball coach|box|jewish|rabbi|yard sale,97,107,24,26284475,9051,10691,13,68,PG-13,17000000,2015,566,5.7,2.35,0
3781,The Sum of All Fears,David LaChapelle,Kevin Scott Richardson,Christopher Toler,Jason Weaver,Comedy|Drama|Music|Romance,drumline|drummer|fish out of water|marching band|university,43,95,24,9123834,4065,3322,6,33,PG-13,15000000,2013,539,5.3,2.35,0
3782,Delivery Man,Ron Underwood,Rosario Dawson,Randy Quaid,Tommy the Clown,Documentary|Music,clown|clowning|dance|gang|south central los angeles,19,105,24,22723,2236,1732,1,40,PG-13,25000000,2001,595,4.5,2.35,193
3783,Stick It,Phil Alden Robinson,Morgan Freeman,Bruce McGill,Burt Young,Action|Comedy|Sci-Fi,casino|future|laser gun|moon|nightclub,124,96,25,56684819,103787,1919,0,615,PG-13,80000000,2002,639,5.9,2.35,3000
3784,Getaway,Ken Scott,Jack Reynor,Bobby Moynihan,Philip Baker Hall,Action|Drama|Thriller,analyst|cia|nuclear bomb|nuclear weapons|russia,121,113,25,55350897,83560,49631,1,619,PG-13,85000000,1998,448,7,2.35,32000
3785,An American Haunting,Jessica Bendinger,Jeff Bridges,Vanessa Lengies,Matthew Daddario,Comedy|Drama,children|identity|lawsuit|lawyer|sperm donor,78,105,25,2126511,21912,615,0,45,PG-13,36000000,2015,79,7.2,2.35,12000
3786,Tremors,Courtney Solomon,Rebecca Budig,Paul Freeman,John Patrick Amedori,Comedy|Drama|Sport,coach|gymnastics|houston texas|teenager|texas,61,170,25,59696176,15448,775,1,174,PG-13,22000000,2014,134,5.6,2.35,15000
3787,Drop Dead Gorgeous,Courtney Solomon,Sissy Spacek,James D'Arcy,Bruce Payne,Action|Crime|Thriller,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,29,81,25,6982680,6965,3848,0,69,PG-13,10000000,2000,744,5.7,1.85,262
3788,Gremlins 2: The New Batch,Ron Underwood,Reba McEntire,Ariana Richards,Vernon Dobtcheff,Horror|Mystery|Thriller,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,221,97,25,21371425,76199,3679,0,944,PG-13,10000000,2010,927,4.4,2.35,13000
3789,Small Soldiers,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Michael Gross,Comedy|Horror|Sci-Fi,desert|giant worm|monster|pipe bomb|small town,112,97,25,3629758,44151,745,0,110,PG-13,5500000,2004,86,7.9,2.35,0
3790,The Island of Dr. Moreau,Joe Dante,Christopher Lee,Robert Picardo,Ellen Barkin,Comedy|Romance|Thriller,beauty pageant|blonde|cheerleader uniform|small town|upskirt,309,101,25,18656400,86077,19673,1,195,PG-13,5000000,2014,2000,7.5,1.85,45000
3791,The Hole,Joe Dante,Kirsten Dunst,Denis Leary,Phoebe Cates,Comedy|Fantasy|Horror,gremlin|horror host|hulk hogan|monster|skyscraper,212,87,26,40198710,87451,3144,0,660,PG-13,100000000,2004,825,3.3,2.35,0
3792,Dirty Work,John Frankenheimer,Marlon Brando,Temuera Morrison,Robert Picardo,Action|Adventure|Comedy|Family|Sci-Fi,action figure|battle|computer|military|toy,93,107,26,10956379,21506,3274,0,364,PG-13,35000000,2007,618,3.6,2.35,0
3793,Underclassman,Joe Dante,Bruce Dern,Teri Polo,Marco Hofschneider,Horror|Sci-Fi|Thriller,animal experimentation|chimera|island|jungle|mutant,138,91,26,37300107,29147,5349,1,115,PG-13,16000000,2011,1000,4.8,2.35,0
3794,Paint Your Wagon,Bob Saget,Don Rickles,Jack Warden,Haley Bennett,Adventure|Fantasy|Thriller,basement|family relationships|hole|no opening credits|slow motion scene,4,100,26,163591,912,2895,5,17,PG-13,13400000,2010,391,3.6,1.78,502
3795,St. Trinian's,Marcos Siega,Cheech Marin,Nick Cannon,Traylor Howard,Comedy,cult film|gambling debt|job|off screen murder|revenge,81,94,26,6241697,16059,31005,2,210,PG-13,13000000,1999,8000,6.1,1.85,0
3796,An Ideal Husband,Joshua Logan,Clint Eastwood,Lee Marvin,Kaylee DeFer,Action|Comedy|Crime|Drama|Thriller,police|private school|shootout|undercover|wigger,159,81,26,56536016,13523,3344,0,95,PG-13,4900000,2016,509,6.9,2.35,0
3797,Gods and Generals,Oliver Parker,Lily Cole,Rupert Everett,Ray Walston,Comedy|Drama|Musical|Romance|Western,california|farmer|gold|mining|prospector,152,83,26,25799043,28513,11771,0,126,PG-13,3300000,2015,830,5.2,2.35,0
3798,Torque,Oliver Parker,Minnie Driver,Rupert Everett,Tamsin Egerton,Comedy,2000s|female protagonist|reward|school|st trinian's,248,110,282,124051759,42372,21175,2,239,PG-13,180000000,2016,10000,6.6,2.35,29000
3799,The Book Thief,Ron Maxwell,Billy Campbell,Bruce Boxleitner,Jeremy Northam,Comedy|Romance,bachelor|blackmail|character says i love you|flirting|social satire,329,138,282,292000866,355137,33433,3,1108,PG-13,150000000,2007,11000,7.5,2.35,0
3800,Beastly,Joseph Kahn,Dane Cook,Jay Hernandez,John Castle,Drama|History|War,confederacy|hero|prequel|stonewall jackson|war hero,94,97,27,31526393,22243,2730,0,144,PG-13,25000000,2004,543,4.6,2.35,686
3801,Crossroads,Brian Percival,Emily Watson,Sophie Nelisse,Christina Milian,Action|Comedy|Crime,murder|on the run|security camera|surveillance footage|timebomb,85,103,27,28435406,37681,4441,2,151,PG-13,12000000,2006,809,5.5,1.85,0
3802,The Three Musketeers,Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Roger Allam,Drama|War,basement|book|girl|library|track,261,92,28,55942830,138582,5178,1,423,PG-13,70000000,2014,692,6.3,2.35,37000
3803,Pompeii,Tamra Davis,Britney Spears,Katherine Boecher,Erik Knudsen,Drama|Fantasy|Romance,love|maid|newscaster|student|tutor,9,105,28,123777,342,1043,0,15,PG-13,3500000,2016,294,4.7,1.85,0
3804,AVP: Alien vs. Predator,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Dave Allen,Comedy|Drama,audition|friendship|graduation|high school graduation|love,84,105,29,126805112,98199,12344,1,169,PG-13,46000000,1997,1000,6.3,2.35,0
3805,Riding in Cars with Boys,Paul W.S. Anderson,Sasha Roiz,Currie Graham,Orlando Bloom,Action|Adventure|Romance,box office flop|cardinal richelieu|critically bashed|duel|musketeer,108,90,29,87856565,106909,24534,1,268,PG-13,42000000,2004,923,5.9,1.85,0
3806,Renaissance Man,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Dylan Schombing,Action|Adventure|Drama|History|Romance,arena|lava bomb|mount vesuvius|pompeii|slave,90,90,29,17848322,18771,961,1,102,PG-13,28000000,2004,160,5.9,2.35,702
3807,Mortal Kombat,Penny Marshall,Rosie Perez,Adam Garcia,Raoul Bova,Action|Horror|Sci-Fi|Thriller,alien|antarctica|predator|pyramid|satellite,123,109,29,10965209,25558,1297,2,221,PG-13,30000000,2001,240,6.1,2.35,0
3808,K-PAX,Penny Marshall,Ed Begley Jr.,Cliff Robertson,Alissa Dean,Biography|Comedy|Drama,boy|college|heroin|working class|writer,129,97,29,48237389,63969,18789,1,126,PG-13,25000000,2008,852,5.5,2.35,0
3809,The Skeleton Key,Paul W.S. Anderson,Christopher Lambert,Cary-Hiroyuki Tagawa,Lillo Brancato,Comedy|Drama,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,121,101,29,29062561,23424,3292,0,119,PG-13,,2009,533,5.6,2.35,0
3810,At First Sight,Iain Softley,Kevin Spacey,Jeff Bridges,Bridgette Wilson-Sampras,Action|Adventure|Fantasy|Sci-Fi|Thriller,based on video game|island|mortal kombat|tournament|warrior,146,89,29,43818159,27664,4867,0,260,PG-13,20000000,2008,690,3.9,2.35,1000
3811,Hackers,Iain Softley,Gena Rowlands,Deneen Tyler,Alfre Woodard,Drama|Mystery|Sci-Fi,extraterrestrial|hospital|patient|planet|science,78,91,29,27087695,41664,2543,0,205,PG-13,17700000,2001,593,5.9,1.85,0
3812,Takers,Irwin Winkler,Mira Sorvino,Nathan Lane,Joy Bryant,Horror|Mystery|Thriller,attic|bound and gagged|hoodoo|secret|southern gothic,238,112,29,42919096,64747,15800,1,122,PG-13,15000000,2013,1000,6.5,2.35,12000
3813,Little Black Book,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Steven Weber,Drama|Romance,based on article|blindness|box office flop|massage therapist|regaining sight,8,105,29,178739,1015,1668,0,10,PG-13,2450000,2011,618,3.9,1.85,566
3814,The Net,John Luessenhop,Paul Walker,Hayden Christensen,Lorraine Bracco,Comedy|Crime|Drama|Thriller,computer|computer virus|cyberpunk|fight the system|sexual fantasy,10,113,29,2859955,2417,2681,2,32,PG-13,1200000,2013,848,6,2.35,0
3815,Steel,Nick Hurran,Holly Hunter,Kevin Sussman,Jay Hernandez,Action|Crime|Thriller,armored car|bank|falling out among thieves|heist|planning,238,112,29,42919096,64748,15800,1,122,PG-13,15000000,2013,1000,6.5,2.35,12000
3816,De-Lovely,Irwin Winkler,Ken Howard,Jeremy Northam,Dave Annable,Comedy|Drama|Romance,electronic devices|gynecologist|little black book|plan|set up,265,116,285,119219978,189806,20233,2,316,PG-13,100000000,2010,8000,6.7,2.35,16000
3817,Brooklyn,Kenneth Johnson,Charles Napier,Annabeth Gish,Ray McKinnon,Action|Crime|Drama|Mystery|Thriller,chat room|computer|computer hacker|identity|identity theft,164,122,285,148213377,130776,12410,5,437,PG-13,73000000,2006,1000,6.6,2.35,0
3818,Brick Lane,Irwin Winkler,Kevin McNally,Keith Allen,Hill Harper,Action|Crime|Sci-Fi,fight|gang|junkyard|military|soldier,272,143,285,2175312,131227,28176,2,346,PG-13,50000000,2013,8000,6.3,2.35,41000
3819,Step Up Revolution,John Crowley,Julie Walters,Fiona Glascott,Sandra Nelson,Biography|Drama|Music|Musical,cole porter|composer|love|party|tears,181,98,285,84136909,267921,656730,5,577,PG-13,26000000,2004,8000,7.2,1.85,0
3820,The Incredible Burt Wonderstone,Sarah Gavron,Satish Kaushik,Christopher Simpson,Eva Birthistle,Drama|Romance,1950s|immigrant|irish|irish accent|torn between two worlds,183,125,541,107285004,189855,2699,3,1018,PG-13,125000000,1997,890,3.7,1.85,0
3821,90 Minutes in Heaven,Scott Speer,Ryan Guzman,Stephen Boss,Tannishtha Chatterjee,Drama,arranged marriage|bangladesh|buckingham palace|september 11 2001|title directed by female,144,121,541,184031112,190786,2880,4,539,PG-13,100000000,1995,710,5.4,1.85,0
3822,Northfork,Don Scardino,Steve Buscemi,Olivia Wilde,Misha Gabriel Hamilton,Drama|Music|Romance,3 dimensional|dance|dancer|dancing|flash mob,128,116,541,30157016,39659,12993,2,189,PG-13,70000000,2002,405,5.6,2.35,792
3823,Primer,Michael Polish,Hayden Christensen,Bobby Batson,Steve Carell,Comedy,magic|magic kit|magician|stage magician|vegas,153,143,541,51225796,96654,20660,0,2047,PG-13,70000000,2004,893,7.4,2.35,0
3824,The Core,Michael Polish,Peter Coyote,Anthony Edwards,Cynthia Barrett,Drama,heaven|hospital|praying|pronounced dead|recovery,39,119,541,92115211,45798,4043,3,94,PG-13,45000000,1994,577,6.7,2.35,1000
3825,Entrapment,Shane Carruth,Shane Carruth,David Sullivan,Jon Gries,Drama|Fantasy,boy|caretaker|dam|evacuation|orphanage,299,87,30,183132370,259083,3086,0,763,PG-13,75000000,2007,440,7.4,2.35,0
3826,Because I Said So,Jon Amiel,Glenn Morshower,Tcheky Karyo,Casey Gooden,Drama|Sci-Fi|Thriller,changing the future|independent film|invention|nonlinear timeline|time travel,118,101,30,93307796,85673,2636,2,269,PG-13,60000000,2002,976,6.1,1.85,0
3827,The 33,Jon Amiel,Will Patton,Kevin McNally,Rekha Sharma,Action|Adventure|Sci-Fi|Thriller,core|earth|natural disaster|pacemaker|scientist,133,103,30,29580087,29523,3150,2,121,PG-13,58000000,2009,935,4.7,2.35,0
3828,Pitch Perfect,Michael Lehmann,Colin Ferguson,Stephen Collins,Maury Chaykin,Action|Crime|Romance|Thriller,art thief|insurance|mask|master thief|reference to iron maiden,127,91,30,26404753,34203,3301,1,169,PG-13,40000000,2012,786,5.3,2.35,19000
3829,Wild Target,Patricia Riggen,Marco Trevino,James Brolin,Tom Everett Scott,Comedy|Romance,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke,175,95,30,50562555,81334,2787,4,291,PG-13,,2007,690,6.5,1.85,0
3830,Under the Same Moon,Jason Moore,Anna Kendrick,Hana Mae Lee,Jacob Vargas,Biography|Drama|History,disaster movie|mine|minister|president|trapped in a mine,120,98,30,43894863,25883,4879,2,262,PG-13,30000000,2005,940,5.9,2.35,0
3831,You Got Served,Jonathan Lynn,Rupert Grint,Rupert Everett,Ben Platt,Comedy|Music|Romance,a cappella|competition|dj|female protagonist|lesbian,263,79,30,31743332,111117,1594,0,245,PG-13,30000000,2009,271,7.1,1.85,13000
3832,Blast from the Past,Patricia Riggen,America Ferrera,Eugenio Derbez,Geoff Bell,Action|Comedy|Crime,apprentice|assassin|hitman|kleptomaniac|thief,63,104,30,21800302,12164,4462,1,63,PG-13,30000000,2004,962,5.5,1.85,491
3833,Resurrecting the Champ,Chris Stokes,Jennifer Freeman,Marques Houston,Kate del Castillo,Adventure|Drama,12 year old|boy|mexican|mexican immigrant|mexico,264,92,30,49122319,47169,2348,0,162,PG-13,14000000,2012,459,5.9,2.35,17000
3834,8 Days,Hugh Wilson,Brendan Fraser,Sissy Spacek,Steve Harvey,Drama|Music,competition|dance contest|friend|money|street dancing,64,118,30,56398162,28649,2390,0,185,PG-13,20000000,2002,593,5.7,2.35,2000
3835,Bruce Almighty,Rod Lurie,Harry Lennix,Kathryn Morris,Douglas Smith,Comedy|Drama|Romance|Sci-Fi,1960s|bomb shelter|cuban missile crisis|food|naive man,49,86,30,3278611,2877,321,0,46,PG-13,,2005,23,7.1,1.33,903
3836,Dragonfly,Jaco Booyens,Nicole Smolen,Sebastian Aguilar,Peter Coyote,Drama|Sport,boxing|colosseum|homeless man|reporter|writer,66,95,31,4411102,20295,6161,1,164,PG-13,100000000,2002,695,3.8,1.85,416
3837,The Nutty Professor,Tom Shadyac,Morgan Freeman,Steve Carell,Ivette Alvarez,Drama|Thriller,,176,124,31,118471320,86504,12556,0,568,PG-13,68000000,2002,655,6.4,2.35,0
3838,Patch Adams,Tom Shadyac,Joe Morton,Susanna Thompson,Lisa Ann Walter,Comedy|Drama,answer to prayer|breast expansion|pleading with god|supernatural power|walking on water,168,105,31,30659817,59805,1006,10,95,PG-13,26000000,2013,311,6.4,2.35,0
3839,Liar Liar,Tom Shadyac,Jada Pinkett Smith,James Coburn,Matt Craven,Drama|Fantasy|Mystery|Romance|Thriller,death|doctor|grave|patient|venezuela,90,103,31,26870825,22604,14903,3,124,PG-13,,2006,804,6.4,1.85,0
3840,Ace Ventura: Pet Detective,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Dave Chappelle,Comedy|Romance|Sci-Fi,face slap|formula|overweight|professor|teacher,146,90,31,10494494,19586,676,1,109,PG-13,18000000,2013,193,4.4,2.35,4000
3841,The Greatest Movie Ever Sold,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Monica Potter,Biography|Comedy|Drama|Romance,doctor|hospital|mental institution|nurse|student,125,91,31,16298046,22207,1608,0,747,PG-13,14000000,2005,613,5,2.35,0
3842,The Next Three Days,Tom Shadyac,Sean Young,Udo Kier,Randall 'Tex' Cobb,Comedy|Fantasy|Romance,birthday|birthday wish|father disappoints child|lie|workaholic,132,96,31,16667084,90070,3119,0,248,PG-13,11000000,1990,610,7.1,1.85,11000
3843,The X Files,Morgan Spurlock,Quentin Tarantino,J.J. Abrams,David Margulies,Comedy,detective|dolphin|mascot|nudity|stupidity,77,97,31,10561238,27265,6388,0,321,PG-13,10000000,1999,980,6.5,1.85,0
3844,Elektra,Paul Haggis,Olivia Wilde,Daniel Stern,Donald Trump,Comedy|Documentary,advertising|movie in title|product placement,105,106,287,41482207,68428,19610,0,148,PG-13,50000000,1990,823,6.3,1.85,0
3845,Reign of Fire,Rob Bowman,Martin Landau,Mitch Pileggi,Aisha Hinds,Crime|Drama|Romance|Thriller,argument|evidence|fingerprints|murder|murder weapon,100,108,287,53955614,77415,8610,0,139,PG-13,40000000,1998,835,6.1,2.35,0
3846,The Producers,Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Jeffrey DeMunn,Drama|Mystery|Sci-Fi|Thriller,agent|alien|bomb|fbi|government,70,99,287,27663982,26051,10469,2,164,PG-13,40000000,1996,368,4.4,2.35,0
3847,Vantage Point,Rob Bowman,Christian Bale,Gerard Butler,Goran Visnjic,Action|Crime|Fantasy|Thriller,assassin|battle|heroine|martial arts|spin off,147,92,287,,19157,4099,2,69,PG-13,12000000,2009,708,5.7,1.85,0
3848,Wing Commander,Susan Stroman,Jon Lovitz,Will Ferrell,Matthew McConaughey,Action|Adventure|Fantasy|Sci-Fi|Thriller,castle|dragon|fire breathing dragon|militia|survival,32,82,799,9975684,20033,1805,0,117,PG-13,13000000,1998,359,6.4,1.85,679
3849,Little Boy,Pete Travis,Dennis Quaid,Edgar Ramirez,Matthew Broderick,Comedy|Musical,accountant|money|opening night|scheme|swedish,31,95,32,5654777,4875,2165,3,26,PG-13,25000000,2005,593,4.1,2.35,206
3850,Bats,Chris Roberts,Saffron Burrows,David Suchet,William Hurt,Crime|Drama|Mystery|Thriller,explosion|multiple perspectives|president|secret service|shooting,20,158,32,,9352,17775,3,106,PG-13,20000000,1969,756,6.7,2.35,0
3851,Bella,Alejandro Monteverde,Tom Wilkinson,Cary-Hiroyuki Tagawa,Jurgen Prochnow,Action|Adventure|Sci-Fi,27th century|fighter pilot|orchestral music score|outer space|space opera,56,100,32,,18220,3135,5,102,PG-13,13500000,2007,692,5.8,1.85,0
3852,Saints and Soldiers,Louis Morneau,Leon,Bob Gunton,Michael Rapaport,Drama|War,,105,97,32,18535191,12980,2640,3,132,PG-13,14000000,1999,692,6.9,1.85,646
3853,RoboCop,Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Ned Bellamy,Horror|Sci-Fi|Thriller,animal attack|bat|creature feature|experiment|mad scientist,84,280,33,12870569,13215,1671,0,497,PG-13,56000000,2003,640,6.3,2.35,953
3854,Trouble with the Curve,Ryan Little,Corbin Allred,Larry Bagby,Eduardo Verastegui,Drama|Romance,inter cultural|latino|restaurant|soccer|train,86,84,33,21176322,23747,5039,0,207,PG-13,40000000,2004,1000,4,2.35,0
3855,Jonah Hex,Jose Padilha,Gary Oldman,Abbie Cornish,Kirby Heyborne,Action|Adventure|Drama|War,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,252,131,33,21483154,98741,1985,1,236,PG-13,19000000,2013,526,7.6,2.35,53000
3856,The Out-of-Towners,Robert Lorenz,Clint Eastwood,Ed Lauter,Jennifer Ehle,Action|Crime|Sci-Fi|Thriller,law enforcement|police|robocop|robot|technology,148,86,33,27854896,64190,17396,1,129,PG-13,17000000,2011,976,5.6,2.35,16000
